Date,City,PM2.5,PM10,NO2,AQI
2022-10-18,Paris,97.4,153.8,26.44,146.0
2022-10-19,Paris,91.41,159.46,27.68,137.0
2022-10-20,Paris,103.55,158.99,29.01,155.0
2022-10-21,Paris,80.67,164.78,29.4,121.0
2022-10-22,Paris,101.96,158.6,24.76,153.0
2022-10-23,Paris,89.53,150.12,22.55,134.0
2022-10-24,Paris,97.59,183.43,31.47,146.0
2022-10-25,Paris,82.65,130.79,15.63,124.0
2022-10-26,Paris,92.56,183.38,25.3,139.0
2022-10-27,Paris,93.59,139.57,29.65,140.0
2022-10-28,Paris,122.15,136.86,24.48,183.0
2022-10-29,Paris,104.21,170.34,28.98,156.0
2022-10-30,Paris,89.79,169.76,25.96,135.0
2022-10-31,Paris,102.03,167.2,24.95,153.0
2022-11-01,Paris,96.66,161.93,19.51,145.0
2022-11-02,Paris,95.76,138.73,26.06,144.0
2022-11-03,Paris,95.11,142.72,25.76,143.0
2022-11-04,Paris,89.69,182.55,36.2,135.0
2022-11-05,Paris,97.37,170.3,22.23,146.0
2022-11-06,Paris,94.93,176.58,32.0,142.0
2022-11-07,Paris,92.5,154.56,27.57,139.0
2022-11-08,Paris,121.93,171.84,27.2,183.0
2022-11-09,Paris,106.23,164.58,38.03,159.0
2022-11-10,Paris,108.84,174.34,22.78,163.0
2022-11-11,Paris,101.83,168.31,24.39,153.0
2022-11-12,Paris,99.57,183.78,18.37,149.0
2022-11-13,Paris,92.31,173.38,33.68,138.0
2022-11-14,Paris,110.76,172.25,26.92,166.0
2022-11-15,Paris,102.77,193.93,23.79,154.0
2022-11-16,Paris,123.1,179.46,25.95,185.0
2022-11-17,Paris,107.17,178.87,25.28,161.0
2022-11-18,Paris,127.41,183.72,27.22,191.0
2022-11-19,Paris,110.11,168.53,33.49,165.0
2022-11-20,Paris,131.29,179.78,35.85,197.0
2022-11-21,Paris,96.66,206.23,32.83,145.0
2022-11-22,Paris,120.45,166.72,32.76,181.0
2022-11-23,Paris,112.04,164.67,36.49,168.0
2022-11-24,Paris,122.62,202.22,28.73,184.0
2022-11-25,Paris,106.14,160.09,42.49,159.0
2022-11-26,Paris,113.72,166.92,32.07,171.0
2022-11-27,Paris,121.46,173.31,41.79,182.0
2022-11-28,Paris,122.73,203.9,29.69,184.0
2022-11-29,Paris,118.28,153.91,46.09,177.0
2022-11-30,Paris,130.65,202.15,38.39,196.0
2022-12-01,Paris,128.14,179.08,31.26,192.0
2022-12-02,Paris,97.01,171.38,35.78,146.0
2022-12-03,Paris,117.4,163.2,24.35,176.0
2022-12-04,Paris,109.55,194.96,34.28,164.0
2022-12-05,Paris,114.05,186.82,44.16,171.0
2022-12-06,Paris,117.97,201.46,31.46,177.0
2022-12-07,Paris,128.72,183.9,32.11,193.0
2022-12-08,Paris,133.31,183.59,26.23,200.0
2022-12-09,Paris,113.62,195.9,23.94,170.0
2022-12-10,Paris,111.38,204.41,25.59,167.0
2022-12-11,Paris,123.97,175.8,27.29,186.0
2022-12-12,Paris,118.81,159.03,37.31,178.0
2022-12-13,Paris,96.03,176.68,31.91,144.0
2022-12-14,Paris,118.17,160.88,33.12,177.0
2022-12-15,Paris,96.08,182.88,30.97,144.0
2022-12-16,Paris,108.02,180.4,32.1,162.0
2022-12-17,Paris,127.9,162.47,30.26,192.0
2022-12-18,Paris,109.76,217.1,33.55,165.0
2022-12-19,Paris,106.19,160.7,27.46,159.0
2022-12-20,Paris,100.19,205.69,30.91,150.0
2022-12-21,Paris,122.07,168.82,21.73,183.0
2022-12-22,Paris,114.95,203.55,33.44,172.0
2022-12-23,Paris,111.07,193.5,26.22,167.0
2022-12-24,Paris,123.17,172.63,29.25,185.0
2022-12-25,Paris,121.46,207.52,34.44,182.0
2022-12-26,Paris,89.66,180.09,35.01,134.0
2022-12-27,Paris,103.22,193.4,23.82,155.0
2022-12-28,Paris,127.21,156.63,25.64,191.0
2022-12-29,Paris,130.77,166.48,30.05,196.0
2022-12-30,Paris,110.19,182.84,18.43,165.0
2022-12-31,Paris,118.85,163.44,31.99,178.0
2023-01-01,Paris,117.73,200.87,27.91,177.0
2023-01-02,Paris,120.11,175.96,18.37,180.0
2023-01-03,Paris,122.08,205.41,23.9,183.0
2023-01-04,Paris,110.42,168.82,29.76,166.0
2023-01-05,Paris,94.07,212.77,31.51,141.0
2023-01-06,Paris,120.84,199.11,31.16,181.0
2023-01-07,Paris,99.11,182.42,22.52,149.0
2023-01-08,Paris,117.66,172.67,31.5,176.0
2023-01-09,Paris,109.45,198.58,29.89,164.0
2023-01-10,Paris,108.79,168.79,24.41,163.0
2023-01-11,Paris,107.87,186.32,22.59,162.0
2023-01-12,Paris,103.51,195.62,31.19,155.0
2023-01-13,Paris,113.53,152.94,30.51,170.0
2023-01-14,Paris,109.54,193.15,37.33,164.0
2023-01-15,Paris,104.09,182.74,27.41,156.0
2023-01-16,Paris,124.3,181.6,29.41,186.0
2023-01-17,Paris,83.1,187.71,30.18,125.0
2023-01-18,Paris,111.27,161.27,38.03,167.0
2023-01-19,Paris,124.35,165.96,24.78,187.0
2023-01-20,Paris,118.92,192.95,18.11,178.0
2023-01-21,Paris,101.91,170.66,32.2,153.0
2023-01-22,Paris,100.55,155.39,28.42,151.0
2023-01-23,Paris,116.38,142.46,26.4,175.0
2023-01-24,Paris,121.3,185.37,14.93,182.0
2023-01-25,Paris,105.72,166.6,25.67,159.0
2023-01-26,Paris,84.53,133.25,22.57,127.0
2023-01-27,Paris,110.1,206.56,24.61,165.0
2023-01-28,Paris,105.22,132.76,19.97,158.0
2023-01-29,Paris,102.73,170.62,35.13,154.0
2023-01-30,Paris,102.42,194.21,24.54,154.0
2023-01-31,Paris,107.32,196.08,31.8,161.0
2023-02-01,Paris,103.86,170.63,31.06,156.0
2023-02-02,Paris,100.35,167.12,29.67,151.0
2023-02-03,Paris,89.73,162.79,22.11,135.0
2023-02-04,Paris,104.6,192.97,29.5,157.0
2023-02-05,Paris,115.3,153.22,30.38,173.0
2023-02-06,Paris,104.33,186.69,26.22,156.0
2023-02-07,Paris,98.34,167.87,28.54,148.0
2023-02-08,Paris,114.71,177.16,16.67,172.0
2023-02-09,Paris,104.89,176.53,28.25,157.0
2023-02-10,Paris,104.27,143.06,28.31,156.0
2023-02-11,Paris,87.42,174.04,28.07,131.0
2023-02-12,Paris,114.45,159.79,21.44,172.0
2023-02-13,Paris,101.37,173.26,25.07,152.0
2023-02-14,Paris,98.28,164.14,24.56,147.0
2023-02-15,Paris,94.94,153.85,25.89,142.0
2023-02-16,Paris,109.03,205.91,33.3,164.0
2023-02-17,Paris,106.64,147.53,31.32,160.0
2023-02-18,Paris,104.5,173.76,32.98,157.0
2023-02-19,Paris,104.93,188.57,33.08,157.0
2023-02-20,Paris,127.4,214.67,34.33,191.0
2023-02-21,Paris,97.21,165.67,14.55,146.0
2023-02-22,Paris,113.38,146.87,27.99,170.0
2023-02-23,Paris,118.51,161.87,21.29,178.0
2023-02-24,Paris,107.97,192.49,25.27,162.0
2023-02-25,Paris,105.95,160.93,35.67,159.0
2023-02-26,Paris,92.92,178.5,27.82,139.0
2023-02-27,Paris,99.47,169.9,32.62,149.0
2023-02-28,Paris,120.23,187.01,34.28,180.0
2023-03-01,Paris,106.28,173.75,22.84,159.0
2023-03-02,Paris,105.79,165.88,25.51,159.0
2023-03-03,Paris,115.72,173.3,39.05,174.0
2023-03-04,Paris,93.56,175.6,25.19,140.0
2023-03-05,Paris,125.77,159.56,23.88,189.0
2023-03-06,Paris,100.4,140.15,33.1,151.0
2023-03-07,Paris,112.53,168.18,25.76,169.0
2023-03-08,Paris,111.38,161.6,25.27,167.0
2023-03-09,Paris,101.44,174.08,27.71,152.0
2023-03-10,Paris,94.55,172.2,27.51,142.0
2023-03-11,Paris,109.89,153.25,24.9,165.0
2023-03-12,Paris,101.3,161.14,25.71,152.0
2023-03-13,Paris,109.12,189.23,36.28,164.0
2023-03-14,Paris,118.67,150.95,20.01,178.0
2023-03-15,Paris,115.58,174.8,32.14,173.0
2023-03-16,Paris,85.39,141.12,25.77,128.0
2023-03-17,Paris,109.97,149.13,28.64,165.0
2023-03-18,Paris,106.22,161.23,22.96,159.0
2023-03-19,Paris,114.19,165.09,23.29,171.0
2023-03-20,Paris,98.34,156.9,14.08,148.0
2023-03-21,Paris,113.1,184.61,23.57,170.0
2023-03-22,Paris,90.87,147.44,22.46,136.0
2023-03-23,Paris,109.1,157.54,26.01,164.0
2023-03-24,Paris,84.62,136.97,32.86,127.0
2023-03-25,Paris,93.48,166.46,35.29,140.0
2023-03-26,Paris,95.27,162.48,22.52,143.0
2023-03-27,Paris,85.78,150.04,23.45,129.0
2023-03-28,Paris,86.87,156.7,28.53,130.0
2023-03-29,Paris,92.57,166.57,33.07,139.0
2023-03-30,Paris,76.05,149.95,22.24,114.0
2023-03-31,Paris,86.23,154.58,22.13,129.0
2023-04-01,Paris,81.48,185.0,31.25,122.0
2023-04-02,Paris,103.55,154.68,32.36,155.0
2023-04-03,Paris,99.79,153.87,22.39,150.0
2023-04-04,Paris,90.41,162.64,28.68,136.0
2023-04-05,Paris,98.72,156.37,17.65,148.0
2023-04-06,Paris,86.39,154.41,18.52,130.0
2023-04-07,Paris,69.13,158.17,26.98,104.0
2023-04-08,Paris,97.03,152.31,25.68,146.0
2023-04-09,Paris,92.37,178.61,25.95,139.0
2023-04-10,Paris,91.03,154.9,30.16,137.0
2023-04-11,Paris,83.35,154.72,32.44,125.0
2023-04-12,Paris,75.56,182.72,20.92,113.0
2023-04-13,Paris,101.95,171.74,26.87,153.0
2023-04-14,Paris,95.06,118.74,16.21,143.0
2023-04-15,Paris,87.9,136.31,23.85,132.0
2023-04-16,Paris,82.11,161.54,32.62,123.0
2023-04-17,Paris,85.31,154.23,27.62,128.0
2023-04-18,Paris,67.5,135.48,17.05,101.0
2023-04-19,Paris,94.06,188.1,23.72,141.0
2023-04-20,Paris,62.98,160.28,25.83,94.0
2023-04-21,Paris,81.29,148.87,20.37,122.0
2023-04-22,Paris,74.81,116.43,24.73,112.0
2023-04-23,Paris,105.32,139.14,21.06,158.0
2023-04-24,Paris,62.62,178.01,31.6,94.0
2023-04-25,Paris,100.88,151.53,23.77,151.0
2023-04-26,Paris,66.15,161.74,25.37,99.0
2023-04-27,Paris,75.11,125.05,18.74,113.0
2023-04-28,Paris,94.13,136.37,21.82,141.0
2023-04-29,Paris,85.69,138.26,18.15,129.0
2023-04-30,Paris,76.19,146.35,28.2,114.0
2023-05-01,Paris,85.91,142.2,24.45,129.0
2023-05-02,Paris,67.82,143.82,23.56,102.0
2023-05-03,Paris,103.33,138.4,19.03,155.0
2023-05-04,Paris,93.63,148.73,23.18,140.0
2023-05-05,Paris,65.98,123.04,28.7,99.0
2023-05-06,Paris,62.43,107.62,32.93,94.0
2023-05-07,Paris,84.83,121.68,28.83,127.0
2023-05-08,Paris,95.26,102.24,18.02,143.0
2023-05-09,Paris,78.81,112.57,26.65,118.0
2023-05-10,Paris,76.06,109.15,26.01,114.0
2023-05-11,Paris,77.33,122.42,26.4,116.0
2023-05-12,Paris,51.78,131.08,31.22,78.0
2023-05-13,Paris,83.0,117.71,28.16,125.0
2023-05-14,Paris,77.62,120.06,26.77,116.0
2023-05-15,Paris,73.37,151.21,24.4,110.0
2023-05-16,Paris,85.79,128.07,27.81,129.0
2023-05-17,Paris,107.14,175.48,20.58,161.0
2023-05-18,Paris,67.56,159.97,19.93,101.0
2023-05-19,Paris,92.15,110.07,20.11,138.0
2023-05-20,Paris,81.04,106.33,20.83,122.0
2023-05-21,Paris,80.49,112.01,25.51,121.0
2023-05-22,Paris,80.96,133.66,19.76,121.0
2023-05-23,Paris,71.19,127.4,29.42,107.0
2023-05-24,Paris,79.64,139.79,23.26,119.0
2023-05-25,Paris,78.16,113.28,17.09,117.0
2023-05-26,Paris,64.37,140.07,18.65,97.0
2023-05-27,Paris,96.68,164.67,21.94,145.0
2023-05-28,Paris,83.47,146.71,12.68,125.0
2023-05-29,Paris,90.03,133.84,19.27,135.0
2023-05-30,Paris,65.42,130.94,16.63,98.0
2023-05-31,Paris,90.54,129.37,26.36,136.0
2023-06-01,Paris,88.47,107.73,23.94,133.0
2023-06-02,Paris,76.05,151.46,21.03,114.0
2023-06-03,Paris,73.26,148.19,21.35,110.0
2023-06-04,Paris,110.84,130.06,31.14,166.0
2023-06-05,Paris,70.0,143.16,21.28,105.0
2023-06-06,Paris,84.93,143.02,24.4,127.0
2023-06-07,Paris,80.3,110.46,25.69,120.0
2023-06-08,Paris,82.65,136.85,28.4,124.0
2023-06-09,Paris,77.82,145.29,33.31,117.0
2023-06-10,Paris,81.46,132.56,36.17,122.0
2023-06-11,Paris,92.79,146.08,26.58,139.0
2023-06-12,Paris,83.0,139.26,32.37,125.0
2023-06-13,Paris,82.52,153.74,26.94,124.0
2023-06-14,Paris,92.83,157.46,31.72,139.0
2023-06-15,Paris,87.78,137.75,31.07,132.0
2023-06-16,Paris,93.77,138.21,26.68,141.0
2023-06-17,Paris,101.01,145.41,24.02,152.0
2023-06-18,Paris,85.45,154.38,32.29,128.0
2023-06-19,Paris,99.55,140.73,26.25,149.0
2023-06-20,Paris,96.7,125.46,24.92,145.0
2023-06-21,Paris,86.16,121.76,26.76,129.0
2023-06-22,Paris,78.47,170.2,34.79,118.0
2023-06-23,Paris,82.75,139.87,31.68,124.0
2023-06-24,Paris,101.79,110.55,22.27,153.0
2023-06-25,Paris,81.8,137.96,41.42,123.0
2023-06-26,Paris,96.65,142.53,27.63,145.0
2023-06-27,Paris,90.66,117.27,30.84,136.0
2023-06-28,Paris,88.24,134.12,37.45,132.0
2023-06-29,Paris,89.17,113.0,28.19,134.0
2023-06-30,Paris,97.69,112.37,36.2,147.0
2023-07-01,Paris,92.31,157.13,33.17,138.0
2023-07-02,Paris,109.99,151.22,16.63,165.0
2023-07-03,Paris,92.22,144.95,33.42,138.0
2023-07-04,Paris,101.97,126.6,26.7,153.0
2023-07-05,Paris,84.56,128.65,27.15,127.0
2023-07-06,Paris,78.13,153.11,36.93,117.0
2023-07-07,Paris,86.27,167.21,17.62,129.0
2023-07-08,Paris,83.99,162.21,25.88,126.0
2023-07-09,Paris,77.13,118.95,23.63,116.0
2023-07-10,Paris,76.38,156.73,28.09,115.0
2023-07-11,Paris,101.56,146.23,30.34,152.0
2023-07-12,Paris,89.13,128.44,25.99,134.0
2023-07-13,Paris,104.4,128.92,26.03,157.0
2023-07-14,Paris,102.8,126.15,29.78,154.0
2023-07-15,Paris,98.16,135.5,24.93,147.0
2023-07-16,Paris,77.42,141.84,21.7,116.0
2023-07-17,Paris,92.57,133.56,27.55,139.0
2023-07-18,Paris,78.43,139.26,20.37,118.0
2023-07-19,Paris,76.8,128.82,21.81,115.0
2023-07-20,Paris,83.09,130.79,18.48,125.0
2023-07-21,Paris,86.08,141.21,24.08,129.0
2023-07-22,Paris,87.55,131.54,29.77,131.0
2023-07-23,Paris,80.44,103.01,31.24,121.0
2023-07-24,Paris,83.66,108.54,29.37,125.0
2023-07-25,Paris,92.92,143.21,26.44,139.0
2023-07-26,Paris,81.32,154.62,23.7,122.0
2023-07-27,Paris,68.87,121.7,16.39,103.0
2023-07-28,Paris,77.87,144.62,29.05,117.0
2023-07-29,Paris,87.97,142.19,16.21,132.0
2023-07-30,Paris,77.69,137.5,22.47,117.0
2023-07-31,Paris,84.19,133.37,25.41,126.0
2023-08-01,Paris,89.77,151.02,24.56,135.0
2023-08-02,Paris,68.99,103.02,15.64,103.0
2023-08-03,Paris,82.23,153.98,25.45,123.0
2023-08-04,Paris,86.49,143.27,19.18,130.0
2023-08-05,Paris,81.15,141.38,25.66,122.0
2023-08-06,Paris,74.34,140.25,25.74,112.0
2023-08-07,Paris,93.4,123.48,25.31,140.0
2023-08-08,Paris,81.67,126.86,20.89,123.0
2023-08-09,Paris,57.13,126.81,22.6,86.0
2023-08-10,Paris,85.32,143.68,25.41,128.0
2023-08-11,Paris,76.46,136.04,23.12,115.0
2023-08-12,Paris,83.05,143.68,16.22,125.0
2023-08-13,Paris,78.37,141.1,23.35,118.0
2023-08-14,Paris,72.08,138.67,26.07,108.0
2023-08-15,Paris,84.03,140.76,20.73,126.0
2023-08-16,Paris,50.56,149.42,18.03,76.0
2023-08-17,Paris,72.89,119.49,29.09,109.0
2023-08-18,Paris,72.26,112.53,17.67,108.0
2023-08-19,Paris,67.44,119.04,11.13,101.0
2023-08-20,Paris,69.51,85.19,19.57,104.0
2023-08-21,Paris,72.0,114.66,31.7,108.0
2023-08-22,Paris,69.71,142.09,14.22,105.0
2023-08-23,Paris,71.25,142.22,15.2,107.0
2023-08-24,Paris,99.02,125.51,21.35,149.0
2023-08-25,Paris,81.7,119.91,15.76,123.0
2023-08-26,Paris,76.57,102.18,27.68,115.0
2023-08-27,Paris,79.06,161.75,23.65,119.0
2023-08-28,Paris,70.18,158.2,20.65,105.0
2023-08-29,Paris,65.47,138.14,20.16,98.0
2023-08-30,Paris,81.97,107.19,15.79,123.0
2023-08-31,Paris,73.07,123.44,30.22,110.0
2023-09-01,Paris,67.99,135.92,15.93,102.0
2023-09-02,Paris,87.5,121.93,14.18,131.0
2023-09-03,Paris,67.03,120.09,31.81,101.0
2023-09-04,Paris,72.07,129.72,27.08,108.0
2023-09-05,Paris,76.22,150.82,23.1,114.0
2023-09-06,Paris,67.39,154.7,28.1,101.0
2023-09-07,Paris,88.87,98.58,17.24,133.0
2023-09-08,Paris,57.02,124.03,20.36,86.0
2023-09-09,Paris,67.56,118.99,21.87,101.0
2023-09-10,Paris,86.73,115.29,21.04,130.0
2023-09-11,Paris,76.83,125.33,8.66,115.0
2023-09-12,Paris,81.07,149.82,18.54,122.0
2023-09-13,Paris,94.53,104.85,22.37,142.0
2023-09-14,Paris,89.28,110.23,17.29,134.0
2023-09-15,Paris,89.61,155.1,14.18,134.0
2023-09-16,Paris,88.26,135.92,21.98,132.0
2023-09-17,Paris,82.5,127.49,28.11,124.0
2023-09-18,Paris,91.27,141.87,18.06,137.0
2023-09-19,Paris,76.91,127.67,23.18,115.0
2023-09-20,Paris,72.88,140.76,20.25,109.0
2023-09-21,Paris,89.39,152.03,19.36,134.0
2023-09-22,Paris,72.24,124.06,24.39,108.0
2023-09-23,Paris,93.68,140.78,26.34,141.0
2023-09-24,Paris,65.71,121.07,25.61,99.0
2023-09-25,Paris,87.92,150.79,22.42,132.0
2023-09-26,Paris,92.22,127.17,28.15,138.0
2023-09-27,Paris,96.84,131.23,12.6,145.0
2023-09-28,Paris,86.92,103.09,21.93,130.0
2023-09-29,Paris,88.18,135.65,28.63,132.0
2023-09-30,Paris,82.52,162.06,19.32,124.0
2023-10-01,Paris,86.14,148.53,16.44,129.0
2023-10-02,Paris,75.28,151.68,22.57,113.0
2023-10-03,Paris,95.35,138.12,21.74,143.0
2023-10-04,Paris,86.75,160.66,25.36,130.0
2023-10-05,Paris,91.6,163.61,22.88,137.0
2023-10-06,Paris,96.61,167.74,24.29,145.0
2023-10-07,Paris,80.04,119.5,23.47,120.0
2023-10-08,Paris,99.6,171.47,25.83,149.0
2023-10-09,Paris,71.73,135.38,21.45,108.0
2023-10-10,Paris,88.68,149.98,25.29,133.0
2023-10-11,Paris,83.85,150.31,21.22,126.0
2023-10-12,Paris,80.23,135.46,16.81,120.0
2023-10-13,Paris,92.52,147.91,18.64,139.0
2023-10-14,Paris,80.03,163.51,36.69,120.0
2023-10-15,Paris,93.74,129.53,26.25,141.0
2023-10-16,Paris,88.28,150.5,26.15,132.0
2023-10-17,Paris,94.25,151.19,22.45,141.0
2023-10-18,Paris,91.66,151.25,23.71,137.0
2023-10-19,Paris,110.06,162.0,24.83,165.0
2023-10-20,Paris,98.14,163.74,14.16,147.0
2023-10-21,Paris,83.84,165.18,16.61,126.0
2023-10-22,Paris,68.18,130.69,24.31,102.0
2023-10-23,Paris,85.64,157.59,31.51,128.0
2023-10-24,Paris,91.07,169.25,25.57,137.0
2023-10-25,Paris,92.41,168.14,28.06,139.0
2023-10-26,Paris,93.49,174.54,32.65,140.0
2023-10-27,Paris,79.2,148.75,29.48,119.0
2023-10-28,Paris,90.63,174.35,32.17,136.0
2023-10-29,Paris,97.35,138.35,34.47,146.0
2023-10-30,Paris,75.75,156.81,25.41,114.0
2023-10-31,Paris,102.45,173.98,20.2,154.0
2023-11-01,Paris,110.95,134.36,18.04,166.0
2023-11-02,Paris,91.25,133.19,26.9,137.0
2023-11-03,Paris,109.26,176.38,27.59,164.0
2023-11-04,Paris,86.99,183.46,27.09,130.0
2023-11-05,Paris,110.59,164.6,30.28,166.0
2023-11-06,Paris,102.42,161.9,21.89,154.0
2023-11-07,Paris,121.65,170.1,23.54,182.0
2023-11-08,Paris,102.32,173.36,27.36,153.0
2023-11-09,Paris,98.98,188.33,22.88,148.0
2023-11-10,Paris,91.86,168.86,27.31,138.0
2023-11-11,Paris,108.89,181.88,26.88,163.0
2023-11-12,Paris,106.35,145.87,29.57,160.0
2023-11-13,Paris,113.47,187.77,21.37,170.0
2023-11-14,Paris,111.12,194.92,23.41,167.0
2023-11-15,Paris,101.8,169.79,26.92,153.0
2023-11-16,Paris,94.69,149.2,24.54,142.0
2023-11-17,Paris,112.9,165.51,29.87,169.0
2023-11-18,Paris,103.15,186.95,27.99,155.0
2023-11-19,Paris,101.28,206.78,24.67,152.0
2023-11-20,Paris,121.86,154.72,29.44,183.0
2023-11-21,Paris,105.84,173.04,29.44,159.0
2023-11-22,Paris,98.9,200.86,36.03,148.0
2023-11-23,Paris,101.54,176.46,34.24,152.0
2023-11-24,Paris,109.85,166.93,28.45,165.0
2023-11-25,Paris,105.65,176.58,37.86,158.0
2023-11-26,Paris,104.88,159.45,29.74,157.0
2023-11-27,Paris,100.24,181.39,41.89,150.0
2023-11-28,Paris,116.77,183.29,23.99,175.0
2023-11-29,Paris,117.78,202.45,40.06,177.0
2023-11-30,Paris,113.55,203.71,30.66,170.0
2023-12-01,Paris,124.26,185.95,30.88,186.0
2023-12-02,Paris,105.69,198.96,38.26,159.0
2023-12-03,Paris,119.52,180.44,36.63,179.0
2023-12-04,Paris,111.67,187.64,28.69,168.0
2023-12-05,Paris,119.1,187.3,22.77,179.0
2023-12-06,Paris,90.76,178.63,35.58,136.0
2023-12-07,Paris,117.49,191.58,31.75,176.0
2023-12-08,Paris,112.56,191.33,32.7,169.0
2023-12-09,Paris,98.7,188.56,30.74,148.0
2023-12-10,Paris,103.4,179.48,37.62,155.0
2023-12-11,Paris,127.63,191.69,28.93,191.0
2023-12-12,Paris,109.0,196.77,30.19,164.0
2023-12-13,Paris,111.73,203.64,35.13,168.0
2023-12-14,Paris,113.01,209.14,26.5,170.0
2023-12-15,Paris,110.72,199.34,23.88,166.0
2023-12-16,Paris,114.98,178.56,40.03,172.0
2023-12-17,Paris,114.57,178.45,46.6,172.0
2023-12-18,Paris,109.99,190.56,28.57,165.0
2023-12-19,Paris,106.57,204.53,37.74,160.0
2023-12-20,Paris,115.53,177.48,30.48,173.0
2023-12-21,Paris,115.97,178.95,31.43,174.0
2023-12-22,Paris,124.76,179.95,30.87,187.0
2023-12-23,Paris,104.53,183.64,28.26,157.0
2023-12-24,Paris,120.24,177.72,38.13,180.0
2023-12-25,Paris,130.78,186.83,31.38,196.0
2023-12-26,Paris,117.42,189.87,33.1,176.0
2023-12-27,Paris,106.74,181.46,35.73,160.0
2023-12-28,Paris,126.1,176.4,36.41,189.0
2023-12-29,Paris,107.27,151.47,32.87,161.0
2023-12-30,Paris,125.5,173.09,29.91,188.0
2023-12-31,Paris,125.61,174.27,24.0,188.0
2024-01-01,Paris,113.89,195.1,40.64,171.0
2024-01-02,Paris,113.07,220.25,31.93,170.0
2024-01-03,Paris,110.43,198.02,20.62,166.0
2024-01-04,Paris,140.43,194.46,31.21,211.0
2024-01-05,Paris,106.1,190.02,41.24,159.0
2024-01-06,Paris,115.26,210.62,36.67,173.0
2024-01-07,Paris,128.53,172.82,23.67,193.0
2024-01-08,Paris,117.22,177.06,32.24,176.0
2024-01-09,Paris,125.02,208.22,45.12,188.0
2024-01-10,Paris,112.07,162.26,27.34,168.0
2024-01-11,Paris,113.49,172.68,34.59,170.0
2024-01-12,Paris,118.8,199.66,35.81,178.0
2024-01-13,Paris,123.27,203.5,36.42,185.0
2024-01-14,Paris,120.33,170.87,35.92,180.0
2024-01-15,Paris,115.97,192.21,38.43,174.0
2024-01-16,Paris,109.52,200.29,35.0,164.0
2024-01-17,Paris,117.16,163.61,31.34,176.0
2024-01-18,Paris,120.52,166.2,26.27,181.0
2024-01-19,Paris,125.25,176.3,17.94,188.0
2024-01-20,Paris,124.33,171.3,30.88,186.0
2024-01-21,Paris,132.4,181.32,29.95,199.0
2024-01-22,Paris,123.47,186.7,30.8,185.0
2024-01-23,Paris,112.91,218.83,42.27,169.0
2024-01-24,Paris,126.88,166.36,32.88,190.0
2024-01-25,Paris,98.59,198.22,30.97,148.0
2024-01-26,Paris,115.0,198.36,29.53,172.0
2024-01-27,Paris,124.47,202.73,30.72,187.0
2024-01-28,Paris,104.36,149.89,30.08,157.0
2024-01-29,Paris,119.69,204.25,22.99,180.0
2024-01-30,Paris,136.45,172.96,29.76,205.0
2024-01-31,Paris,114.41,159.09,38.83,172.0
2024-02-01,Paris,126.48,173.43,38.54,190.0
2024-02-02,Paris,106.42,192.78,30.27,160.0
2024-02-03,Paris,126.42,207.34,30.71,190.0
2024-02-04,Paris,116.23,171.08,35.74,174.0
2024-02-05,Paris,101.57,184.28,33.9,152.0
2024-02-06,Paris,114.27,170.3,30.64,171.0
2024-02-07,Paris,104.22,179.6,32.98,156.0
2024-02-08,Paris,92.66,160.37,24.12,139.0
2024-02-09,Paris,101.1,183.51,30.99,152.0
2024-02-10,Paris,99.44,164.85,35.17,149.0
2024-02-11,Paris,109.48,171.21,34.38,164.0
2024-02-12,Paris,80.9,161.36,32.48,121.0
2024-02-13,Paris,108.4,195.91,32.67,163.0
2024-02-14,Paris,106.61,140.12,35.55,160.0
2024-02-15,Paris,107.03,148.26,32.39,161.0
2024-02-16,Paris,93.61,182.47,34.94,140.0
2024-02-17,Paris,100.04,164.69,34.58,150.0
2024-02-18,Paris,115.77,174.54,22.15,174.0
2024-02-19,Paris,95.2,166.33,17.48,143.0
2024-02-20,Paris,103.42,184.06,28.4,155.0
2024-02-21,Paris,112.98,160.49,26.21,169.0
2024-02-22,Paris,93.19,167.55,22.16,140.0
2024-02-23,Paris,95.95,178.17,20.51,144.0
2024-02-24,Paris,76.49,174.69,26.05,115.0
2024-02-25,Paris,94.76,197.04,14.79,142.0
2024-02-26,Paris,105.29,143.45,25.34,158.0
2024-02-27,Paris,99.72,153.28,22.81,150.0
2024-02-28,Paris,97.34,140.39,22.81,146.0
2024-02-29,Paris,108.34,174.3,21.27,163.0
2024-03-01,Paris,94.51,168.95,19.25,142.0
2024-03-02,Paris,91.01,177.83,15.28,137.0
2024-03-03,Paris,109.8,154.56,26.32,165.0
2024-03-04,Paris,84.26,169.45,22.0,126.0
2024-03-05,Paris,81.42,168.03,21.6,122.0
2024-03-06,Paris,106.6,198.49,25.83,160.0
2024-03-07,Paris,115.27,150.28,19.18,173.0
2024-03-08,Paris,104.86,146.22,36.97,157.0
2024-03-09,Paris,90.04,150.76,27.38,135.0
2024-03-10,Paris,98.57,140.72,19.95,148.0
2024-03-11,Paris,86.81,145.38,23.65,130.0
2024-03-12,Paris,80.98,147.35,24.46,121.0
2024-03-13,Paris,108.58,140.77,20.92,163.0
2024-03-14,Paris,91.22,141.63,22.5,137.0
2024-03-15,Paris,82.1,132.19,23.96,123.0
2024-03-16,Paris,85.15,161.38,17.32,128.0
2024-03-17,Paris,86.83,134.02,27.12,130.0
